编号,租金,租赁方式,地铁距离,房屋类型,房屋面积,朝向,楼层,车位,用电,采暖,电梯,用水,燃气,区域
BJ1568936266626498560,6000,整租,,3室2厅2卫,127,南/北,中楼层,租用车位,民电,集中供暖,有,民水,有,大兴
BJ2791330984967282688,4200,整租,,2室1厅1卫,89,南/北,中楼层,免费使用,民电,集中供暖,有,民水,有,大兴
BJ1570758600635187200,4200,整租,,3室1厅1卫,89,南/北,高楼层,租用车位,民电,集中供暖,有,民水,有,房山
BJ2906642152300232704,4200,整租,684m,2室1厅1卫,89,南/北,中楼层,租用车位,民电,集中供暖,有,民水,有,大兴
BJ2902909552485998592,7500,整租,1124m,4室2厅2卫,159,南/北,高楼层,租用车位,民电,集中供暖,有,民水,有,通州
BJ1565210641805869056,5000,整租,,2室1厅1卫,106,南/西,中楼层,租用车位,民电,集中供暖,有,民水,有,昌平
BJ1572148152893440000,3900,整租,,2室1厅1卫,83,南/北,低楼层,免费使用,民电,集中供暖,无,民水,有,顺义
BJ2856503499125440512,3800,整租,无,3室1厅1卫,80.99,南/北,高楼层,租用车位,民电,集中供暖,有,民水,有,房山
BJ1572222256795353088,2400,整租,,1室1厅1卫,51.18,东,中楼层,免费使用,民电,集中供暖,无,民水,有,房山
BJ1574972374191702016,3000,整租,,2室1厅1卫,64,南,低楼层,租用车位,民电,集中供暖,有,民水,有,门头沟
BJ1567004073993961472,4500,整租,,3室1厅1卫,96,南/北,中楼层,租用车位,民电,集中供暖,有,民水,有,顺义
BJ2902178924216205312,5000,整租,,3房间1卫,106.72,南,中楼层,免费使用,民电,集中供暖,有,商水,有,顺义
BJ1565186080477544448,4500,整租,,1室1厅1卫,96.34,南,低楼层,免费使用,民电,集中供暖,有,民水,有,顺义
BJ2898686896022487040,3500,整租,,2室1厅1卫,75,南/北,高楼层,免费使用,民电,集中供暖,无,民水,有,顺义
BJ2902084281767829504,6200,整租,787m,4房间2卫,133,西南,低楼层,租用车位,民电,集中供暖,有,民水,有,大兴
BJ1571001539256909824,3900,整租,731m,2室2厅1卫,83.85,南/北,高楼层,免费使用,民电,集中供暖,无,民水,有,房山
BJ1572523704762499072,3300,整租,,2室1厅1卫,71,南/北,低楼层,租用车位,民电,集中供暖,有,民水,有,通州
BJ1565979719650770944,4300,整租,,2室1厅1卫,92.75,南/北,中楼层,免费使用,民电,集中供暖,无,民水,有,通州
BJ2875947711717720064,4100,整租,,3室2厅1卫,88.5,东南,中楼层,免费使用,民电,集中供暖,有,民水,有,顺义
BJ1574691220116996096,4400,整租,1035m,2室1厅1卫,95,南/北,低楼层,免费使用,民电,集中供暖,有,民水,有,顺义
BJ2903692066695954432,5000,整租,,2室2厅2卫,108,东/西,低楼层,租用车位,民电,集中供暖,有,商水,有,顺义
BJ2883913241480658944,4800,整租,,3室1厅1卫,104,南/北,高楼层,租用车位,民电,集中供暖,有,民水,有,顺义
BJ2808033437523378176,3000,整租,,1室0厅1卫,65,北,中楼层,免费使用,民电,集中供暖,有,民水,有,通州
BJ2846174526679818240,6000,整租,,3室2厅2卫,130,南/北,高楼层,免费使用,民电,集中供暖,有,民水,有,通州
BJ1567053489039736832,13000,整租,,4室3厅3卫,282.05,南/北,低楼层,免费使用,民电,自采暖,有,民水,有,顺义
BJ2901326057905070080,4700,整租,,2室1厅1卫,102,南/北,低楼层,免费使用,民电,集中供暖,有,民水,有,门头沟
BJ1568803284783726592,5800,整租,700m,2室2厅2卫,126,南/北,低楼层,租用车位,民电,集中供暖,有,民水,有,昌平
BJ1573226096009150464,3200,整租,,2室1厅1卫,69.54,南/北,高楼层,免费使用,民电,集中供暖,无,民水,有,顺义
BJ1566792953760841728,4100,整租,,2室1厅1卫,89.31,南/北,低楼层,租用车位,民电,集中供暖,有,民水,有,昌平
BJ2899300776294236160,3300,整租,693m,2室1厅1卫,72,南/北,高楼层,免费使用,民电,集中供暖,无,民水,有,大兴
BJ1572449386179330048,3500,整租,,2室1厅1卫,76.51,北,高楼层,租用车位,民电,集中供暖,有,民水,有,石景山
BJ2894044065098104832,4800,整租,,3室1厅1卫,105,南/北,中楼层,免费使用,民电,集中供暖,有,民水,有,顺义
BJ2901460327256834048,4800,整租,960m,3房间1卫,105,南/北,低楼层,免费使用,民电,集中供暖,有,商水,有,顺义
BJ2881851387502149632,3700,整租,,2室1厅1卫,81,南/北,高楼层,免费使用,民电,集中供暖,无,民水,有,顺义
BJ2881919123481706496,4200,整租,819m,3室1厅1卫,92,南/北,中楼层,免费使用,民电,集中供暖,无,民水,有,大兴
BJ1565191880231092224,4100,整租,399m,2室1厅1卫,89.83,南/北,高楼层,租用车位,民电,集中供暖,无,民水,有,大兴
BJ2815962197107417088,3100,整租,863m,2室1厅1卫,67.94,南/北,低楼层,免费使用,民电,集中供暖,无,民水,有,大兴
BJ1566996068170727424,4100,整租,950m,2室1厅1卫,90,南/北,中楼层,免费使用,民电,集中供暖,无,民水,有,房山
BJ1573890205243408384,4000,整租,,2室1厅1卫,88,南,高楼层,租用车位,民电,集中供暖,有,民水,有,房山
BJ2893456412967706624,5000,整租,,3室2厅1卫,110,南/北,高楼层,租用车位,民电,集中供暖,有,民水,有,通州
BJ1570634243694919680,3000,整租,,2室1厅1卫,66,南/北,低楼层,免费使用,民电,集中供暖,有,民水,有,顺义
BJ1570309354802905088,5000,整租,,2室1厅1卫,110,南/北,高楼层,免费使用,民电,集中供暖,无,民水,有,顺义
BJ1568919328542162944,2600,整租,,2室1厅1卫,57.28,西南,中楼层,免费使用,民电,集中供暖,无,民水,有,门头沟
BJ2905632006903693312,7800,整租,,3室2厅2卫,172,东/西,中楼层,租用车位,民电,集中供暖,无,民水,有,通州
BJ2902744556653527040,6500,整租,,3室2厅2卫,143.7,南/北,低楼层,租用车位,民电,自采暖,无,民水,有,昌平
BJ2679774171877351424,5200,整租,,3室1厅1卫,115.02,东/南/北,高楼层,租用车位,民电,集中供暖,无,民水,有,昌平
BJ2562135369911386112,3000,整租,693m,2室1厅1卫,66.36,南/北,高楼层,免费使用,民电,集中供暖,无,民水,有,大兴
BJ2902160046048165888,3300,整租,798m,2室1厅1卫,73,南/北,高楼层,免费使用,民电,集中供暖,无,民水,有,顺义
BJ1565310021791645696,7000,整租,804m,3室2厅2卫,155.02,南/北,低楼层,租用车位,民电,集中供暖,有,民水,有,顺义
BJ1565717440548044800,3700,整租,,3室1厅2卫,82,南/北,高楼层,免费使用,民电,集中供暖,无,民水,有,顺义
BJ2870983968420282368,2600,整租,,2室1厅1卫,57.75,南/北,中楼层,免费使用,民电,集中供暖,无,民水,有,门头沟
BJ2906536984950882304,2700,整租,,2房间1卫,60,西北,低楼层,免费使用,民电,集中供暖,无,民水,有,顺义
BJ2901307660622643200,4500,整租,,2室1厅1卫,100,南/北,低楼层,租用车位,民电,集中供暖,无,民水,有,大兴
BJ1570384371033047040,2700,整租,,2室1厅1卫,60,南/北,低楼层,免费使用,民电,集中供暖,有,商水,有,顺义
BJ1573597464223547392,4500,整租,988m,2室1厅1卫,100,南/北,低楼层,免费使用,民电,集中供暖,无,民水,有,顺义
BJ2862179092122845184,4000,整租,,3室1厅1卫,89,南/北,低楼层,租用车位,民电,自采暖,有,民水,有,房山
BJ2888995875261530112,5000,整租,,3室1厅1卫,111.3,西南,低楼层,免费使用,民电,集中供暖,有,民水,有,大兴
BJ2906356105439887360,5300,整租,,3室1厅2卫,118,南/西/北,中楼层,租用车位,民电,自采暖,无,民水,有,昌平
BJ2897699541132517376,5300,整租,,3室1厅1卫,118,南/北,高楼层,免费使用,民电,集中供暖,无,民水,有,顺义
BJ2899100808153145344,6500,整租,,2室1厅2卫,145,南,中楼层,租用车位,民电,集中供暖,有,民水,有,通州
BJ1572824512565608448,2600,整租,1020m,1室1厅1卫,58,南,高楼层,免费使用,民电,自采暖,有,民水,有,房山
BJ2870840370651209728,4700,整租,,1室1厅1卫,105,东,中楼层,免费使用,民电,集中供暖,有,民水,有,顺义
BJ2846296182165618688,6300,整租,,3室2厅2卫,140.81,南/北,中楼层,免费使用,民电,集中供暖,无,民水,有,昌平
BJ2765097899476910080,5500,整租,,3室2厅2卫,123,南/北,高楼层,租用车位,民电,集中供暖,无,民水,有,通州
BJ2902123445015805952,5500,整租,,3室2厅2卫,123.09,南/北,高楼层,免费使用,民电,集中供暖,无,民水,有,昌平
BJ2897031289259966464,4500,整租,,2室1厅2卫,100.73,南/北,高楼层,免费使用,民电,集中供暖,有,民水,有,通州
BJ2782548617947791360,2900,整租,,2室1厅1卫,65,南,高楼层,租用车位,民电,集中供暖,有,民水,有,门头沟
BJ1567722337904623616,2600,整租,,2室1厅1卫,58.38,南/北,高楼层,免费使用,民电,集中供暖,无,民水,有,门头沟
BJ1570694747977154560,3200,整租,,2室1厅1卫,72,南/北,低楼层,租用车位,民电,自采暖,有,民水,有,大兴
BJ1570645551647555584,4000,整租,146m,2室1厅1卫,90,南/北,高楼层,租用车位,民电,集中供暖,有,民水,有,通州
BJ1570022628561780736,2800,整租,,2室1厅1卫,63,南/北,中楼层,免费使用,民电,集中供暖,无,民水,有,门头沟
BJ1572897430419013632,2000,整租,,1室1厅1卫,45,东南,高楼层,免费使用,民电,集中供暖,无,民水,有,房山
BJ2905740109469466624,4000,整租,,2室1厅1卫,90,东/西,中楼层,租用车位,民电,集中供暖,有,民水,有,通州
BJ2903629456483041280,2400,整租,,2室1厅1卫,54,南/北,高楼层,免费使用,民电,集中供暖,无,民水,有,门头沟
BJ1570986359986847744,2800,整租,,2室1厅1卫,63,南,高楼层,免费使用,民电,集中供暖,无,民水,有,门头沟
BJ2903040855155941376,3700,整租,693m,2室1厅1卫,83.35,南/北,低楼层,免费使用,民电,集中供暖,无,民水,有,大兴
BJ2892713088573259776,4300,整租,,2室2厅2卫,97,南/北,高楼层,免费使用,民电,集中供暖,无,民水,有,大兴
BJ2899826883908870144,3500,整租,,2室1厅1卫,79.07,西南,高楼层,免费使用,民电,集中供暖,无,民水,有,顺义
BJ1572566592129073152,6500,整租,,3室2厅2卫,147,南/北,低楼层,租用车位,民电,自采暖,有,民水,有,顺义
BJ1565633714476548096,2900,整租,,2室1厅1卫,65.79,南,中楼层,租用车位,民电,集中供暖,有,民水,有,门头沟
BJ2895757525104197632,3700,整租,,2室1厅1卫,84,南/北,中楼层,租用车位,民电,集中供暖,有,民水,有,通州
BJ1570997443305144320,2900,整租,,2室1厅1卫,66,南/北,低楼层,租用车位,民电,集中供暖,有,民水,有,门头沟
BJ2824033426535874560,8800,整租,,5室1厅2卫,200.29,东/南/北,中楼层,租用车位,民电,集中供暖,有,民水,有,门头沟
BJ1572800802567749632,3300,整租,,2室1厅1卫,75.24,南,中楼层,免费使用,民电,集中供暖,无,民水,有,顺义
BJ2855828752657817600,4000,整租,补864,2室1厅1卫,91.28,南/北,中楼层,租用车位,民电,集中供暖,有,民水,有,大兴
BJ2896423413847425024,5200,整租,,3室2厅2卫,118.74,南/北,低楼层,租用车位,民电,集中供暖,有,民水,有,通州
BJ2870912916943806464,6300,整租,,3室2厅2卫,143.9,南/北,中楼层,免费使用,民电,集中供暖,无,民水,有,昌平
BJ2815054123882790912,7000,整租,,3室2厅2卫,160,南/北,高楼层,租用车位,民电,自采暖,有,民水,有,通州
BJ2655793240829607936,3500,整租,,2室1厅1卫,80,南/北,中楼层,免费使用,民电,集中供暖,无,民水,有,大兴
BJ1565321878090809344,5500,整租,1038m,3室2厅2卫,126,南/北,低楼层,免费使用,民电,集中供暖,无,民水,有,顺义
BJ1569912024933072896,5500,整租,,3室1厅2卫,126,南/北,中楼层,租用车位,民电,集中供暖,有,民水,有,昌平
BJ2831726562351513600,4500,整租,1014m,2室1厅1卫,103.26,南/北,低楼层,租用车位,民电,自采暖,有,民水,有,大兴
BJ1570756139098832896,2700,整租,,2室1厅1卫,62,南,低楼层,免费使用,民电,集中供暖,有,民水,有,门头沟
BJ1572087195093696512,3700,整租,,2室1厅1卫,85,南,高楼层,租用车位,民电,自采暖,有,民水,有,顺义
BJ2694827574390947840,6000,整租,,3室2厅2卫,138,东/南/北,中楼层,租用车位,民电,自采暖,无,民水,有,昌平
BJ1572075494457737216,3000,整租,,2室1厅1卫,69,南/北,高楼层,免费使用,民电,集中供暖,无,民水,有,门头沟
BJ2901557653329149952,3400,整租,1181m,1室1厅1卫,78.22,西,中楼层,租用车位,民电,集中供暖,有,民水,有,大兴
BJ2905151333072117760,3600,整租,297m,2室1厅1卫,83,南/北,低楼层,租用车位,民电,自采暖,无,民水,有,房山
BJ2877505273520726016,8500,整租,,4室1厅1卫,196,南,低楼层,免费使用,民电,集中供暖,无,民水,有,顺义
BJ2864297432857460736,2600,整租,无,2室1厅1卫,60,南/北,高楼层,免费使用,民电,集中供暖,有,民水,有,门头沟
BJ2768079803281047552,6000,整租,,3室2厅2卫,138.65,南/北,中楼层,免费使用,民电,集中供暖,无,民水,有,昌平
BJ1571092159296176128,2900,整租,,2室1厅1卫,67.02,南/北,高楼层,免费使用,民电,集中供暖,无,民水,有,房山
BJ2692176384058458112,4500,整租,,2室1厅1卫,104,东/北,中楼层,租用车位,民电,集中供暖,有,民水,有,通州
BJ2883144748854951936,4000,整租,,2室1厅1卫,92.52,南,低楼层,租用车位,民电,集中供暖,有,民水,有,顺义
BJ2798629393600086016,5100,整租,补808,4室2厅1卫,118,西南,低楼层,租用车位,民电,自采暖,有,民水,有,大兴
BJ2899413978830872576,6800,整租,,3室1厅2卫,157.71,南/北,高楼层,免费使用,民电,集中供暖,有,民水,有,顺义
BJ1570265710339293184,2500,整租,,2室1厅1卫,58,南/北,高楼层,免费使用,民电,集中供暖,无,民水,有,房山
BJ1573927316717830144,2800,整租,700m,1室0厅1卫,65,南,低楼层,租用车位,民电,集中供暖,有,民水,无,房山
BJ2903634610292260864,2800,整租,,2室1厅1卫,65,南,高楼层,租用车位,民电,集中供暖,有,民水,有,门头沟
BJ1570287799368679424,3400,整租,,2室1厅1卫,79,南,高楼层,免费使用,民电,集中供暖,有,民水,有,顺义
BJ2878098534056869888,5800,整租,444m,3室2厅2卫,134.87,南/北,高楼层,免费使用,民电,集中供暖,无,民水,有,顺义
BJ2906427595866513408,4300,整租,1014m,2室1厅1卫,100,南/北,中楼层,免费使用,民电,自采暖,有,民水,有,大兴
BJ1565559171049324544,2500,整租,1020m,1室0厅1卫,58.25,南,中楼层,租用车位,民电,自采暖,有,民水,有,房山
BJ1569338904560009216,3000,整租,,2室1厅1卫,70,南,高楼层,免费使用,民电,集中供暖,有,民水,有,门头沟
BJ1570990636838944768,2700,整租,,2室1厅1卫,63,东,中楼层,免费使用,民电,集中供暖,有,民水,有,门头沟
BJ1570712621470973952,7500,整租,,4室2厅2卫,176,西南/北,高楼层,租用车位,民电,集中供暖,有,民水,有,大兴
BJ2849958547846856704,3200,整租,693m,2室1厅1卫,75.2,南/北,低楼层,租用车位,民电,集中供暖,无,民水,有,大兴
BJ2900785418033168384,4000,整租,,2室1厅1卫,94,南/北,高楼层,免费使用,民电,集中供暖,有,民水,有,顺义
BJ1566464601602654208,4000,整租,,2室1厅1卫,94,南/北,高楼层,免费使用,民电,集中供暖,无,民水,有,顺义
BJ2883231102225350656,5100,整租,851m,3室2厅2卫,120,南/北,中楼层,租用车位,民电,集中供暖,无,民水,有,顺义
BJ1565337627215790080,3800,整租,,2室1厅1卫,89.49,东/西,高楼层,租用车位,民电,集中供暖,无,民水,有,顺义
BJ2800693251340763136,4500,整租,补342,2室1厅1卫,106,东南,高楼层,免费使用,民电,集中供暖,有,民水,有,通州
BJ1569581146176487424,2800,整租,,2室1厅1卫,66,南/北,高楼层,免费使用,民电,集中供暖,有,民水,有,门头沟
BJ2906481516605612032,5800,整租,,3室2厅2卫,137,南/北,高楼层,租用车位,民电,集中供暖,有,民水,有,顺义
BJ2820303364896587776,4600,整租,,3室1厅1卫,109,南/北,中楼层,租用车位,民电,集中供暖,无,民水,有,门头沟
BJ1574365336474484736,3500,整租,,2室1厅1卫,83,南/北,中楼层,租用车位,民电,集中供暖,有,民水,有,门头沟
BJ1567005577438035968,3500,整租,,2室1厅1卫,83,南/北,中楼层,免费使用,民电,集中供暖,有,民水,有,顺义
BJ2894239737114001408,3800,整租,,3室1厅1卫,90.33,东北,低楼层,租用车位,民电,集中供暖,有,民水,有,通州
BJ1568879169964605440,5800,整租,,3室2厅2卫,138,东南,低楼层,免费使用,民电,集中供暖,有,民水,有,顺义
BJ1571700567997153280,3700,整租,,2室1厅1卫,88.05,南/北,中楼层,租用车位,民电,自采暖,有,民水,有,房山
BJ2797031892593934336,5000,整租,补741,3室1厅2卫,119,南/西,中楼层,租用车位,民电,自采暖,有,民水,有,通州
BJ1572912029629415424,2600,整租,,2室1厅1卫,62,东,低楼层,免费使用,民电,集中供暖,有,民水,有,门头沟
BJ1567375538211782656,2600,整租,,2室1厅1卫,62,东南,中楼层,免费使用,民电,集中供暖,有,民水,有,门头沟
BJ1570978208923254784,2600,整租,,2室1厅1卫,62.13,东南/南,高楼层,免费使用,民电,集中供暖,有,民水,有,门头沟
BJ2898363743186722816,4000,整租,,2室1厅1卫,96,南/北,高楼层,租用车位,民电,集中供暖,无,民水,有,通州
